"id","timestamp","air_humidity","temperature","pm2_5","rainfall","wind_speed","soil_moisture"
"307","2024-04-21 01:21:18","75","31","31","0","20.2","3197"
"308","2024-04-21 01:26:18","75","31","31","0","20.2","3213"
"309","2024-04-21 01:31:18","75","31","31","0","20.2","3164"
"310","2024-04-21 01:36:18","75","31","31","0","20.2","3184"
"311","2024-04-21 01:41:18","75","31","31","0","20.2","3130"
"312","2024-04-21 01:46:18","75","31","31","0","20.2","3155"
"313","2024-04-21 01:51:18","75","31","31","0","19.1","3163"
"314","2024-04-21 01:56:18","75","31","31","0","19.1","3184"
"315","2024-04-21 02:01:18","75","31","31","0","19.1","3213"
"316","2024-04-21 02:06:18","75","31","30","0","19.1","3202"
"317","2024-04-21 02:11:18","75","31","30","0","19.1","3153"
"318","2024-04-21 02:16:18","75","31","30","0","20.2","3193"
"319","2024-04-21 02:21:18","75","31","30","0","20.2","3174"
"320","2024-04-21 02:26:18","75","31","30","0","20.2","3127"
"321","2024-04-21 02:31:18","75","31","30","0","20.2","3255"
"322","2024-04-21 02:36:18","75","31","30","0","20.2","3162"
"323","2024-04-21 02:41:18","75","31","30","0","20.2","3174"
"324","2024-04-21 02:46:18","75","31","30","0","20.2","3141"
"325","2024-04-21 02:51:18","75","31","30","0","16.9","3562"
"326","2024-04-21 02:56:18","75","31","30","0","16.9","3153"
"327","2024-04-21 03:01:18","75","31","30","0","16.9","3135"
"328","2024-04-21 03:06:18","75","31","30","0","16.9","3158"
"329","2024-04-21 03:11:18","75","31","30","0","16.9","3165"
"330","2024-04-21 03:16:18","79","30","30","0","16.9","3186"
"331","2024-04-21 03:21:18","79","30","30","0","16.9","3141"
"332","2024-04-21 03:26:18","79","30","30","0","16.9","3171"
"333","2024-04-21 03:31:18","79","30","30","0","16.9","3184"
"334","2024-04-21 03:36:18","79","30","30","0","16.9","3134"
"335","2024-04-21 03:41:18","79","30","30","0","16.9","3147"
"336","2024-04-21 03:46:18","79","30","30","0","16.9","3204"
"337","2024-04-21 03:51:18","79","30","30","0","13","3183"
"338","2024-04-21 03:56:18","79","30","30","0","13","3120"
"339","2024-04-21 04:01:18","79","30","30","0","13","3174"
"340","2024-04-21 04:06:18","79","30","29","0","13","3134"
"341","2024-04-21 04:11:18","79","30","29","0","13","3066"
"342","2024-04-21 04:16:18","79","30","29","0","15.1","3148"
"343","2024-04-21 04:21:18","79","30","29","0","15.1","3174"
"344","2024-04-21 04:26:18","79","30","29","0","15.1","3118"
"345","2024-04-21 04:31:18","79","30","29","0","15.1","3239"
"346","2024-04-21 04:36:18","79","30","29","0","15.1","3126"
"347","2024-04-21 04:41:18","79","30","29","0","15.1","3136"
"348","2024-04-21 04:46:18","79","30","29","0","15.1","3090"
"349","2024-04-21 04:51:18","79","30","29","0","13","3154"
"350","2024-04-21 04:56:18","79","30","29","0","13","3151"
"351","2024-04-21 05:01:18","79","30","29","0","13","3151"
"352","2024-04-21 05:06:18","79","30","29","0","13","3152"
"353","2024-04-21 05:11:18","79","30","27","0","13","3184"
"354","2024-04-21 05:16:18","79","30","27","0","13","3176"
"355","2024-04-21 05:21:18","79","30","27","0","13","3145"
"356","2024-04-21 05:26:18","79","30","27","0","13","3166"
"357","2024-04-21 05:31:18","79","30","27","0","13","3173"
"358","2024-04-21 05:36:18","79","30","27","0","13","3198"
"359","2024-04-21 05:41:18","79","30","27","0","13","3185"
"360","2024-04-21 05:46:18","79","30","27","0","13","3186"
"361","2024-04-21 05:51:18","79","30","27","0","13","3059"
"362","2024-04-21 05:56:18","79","30","27","0","13","3150"
"363","2024-04-21 06:01:18","79","30","27","0","13","3150"
"364","2024-04-21 06:06:18","79","30","28","0","13","3182"
"365","2024-04-21 06:11:18","79","30","28","0","13","3163"
"366","2024-04-21 06:16:18","84","30","28","0","11.2","3200"
"367","2024-04-21 06:21:18","84","30","28","0","11.2","3188"
"368","2024-04-21 06:26:18","84","30","28","0","11.2","3154"
"369","2024-04-21 06:31:18","84","30","28","0","11.2","3201"
"370","2024-04-21 06:36:18","84","30","28","0","11.2","3213"
"371","2024-04-21 06:41:18","84","30","28","0","11.2","3244"
"372","2024-04-21 06:46:18","84","30","28","0","11.2","3212"
"373","2024-04-21 06:51:18","84","30","28","0","9","3135"
"374","2024-04-21 06:56:18","84","30","28","0","9","3203"
"375","2024-04-21 07:01:18","84","30","29","0","9","3175"
"376","2024-04-21 07:06:18","84","30","29","0","9","3215"
"377","2024-04-21 07:11:18","84","30","29","0","9","3195"
"378","2024-04-21 07:16:18","84","30","29","0","9","3200"
"379","2024-04-21 07:21:18","84","30","29","0","9","3136"
